---2025-10-31 17:56:29.773242: start.---
GPU [1,2,3] is available: True
DDP is available: True

---2025-10-31 17:56:35.065893: Loading data. ---
load: /raid/home/xukai/FRATTVAE/results/chembl_36_20251023_r1r10w1100w900_standardized_f_dyn_oral_struct_1031/input_data/params.yml

data: /raid/home/xukai/FRATTVAE/data/chembl_36_20251023_r1r10w1100w900_standardized_f_dyn_oral.csv
train: 1305313, valid: 72129, test: 72640, useChiral: True, n_jobs: 10
fragments: 149556, feature: 39, tree: (32, 16), prop: None
---2025-10-31 17:59:30.394686: Loading data done. (elapsed time: 00:00:02:55)---

---2025-10-31 17:59:36.790779: Training start (valid: True).---
epoch: 1000, batch_size: 900, learning_rate: 0.0001, dropout: 0.1, save: 200, kl_w: 0.0005, l_w: 6.0, p_w: 1.0
[615/1000] <train> total: 2.4475, unweighted: 120.4640, kl: 120.0661, label: 0.3979, prop: 0.0000, label_acc: 0.7068, label_pad_acc: 0.8295, elapsed time: 00:00:03:44
[620/1000] <train> total: 2.4415, unweighted: 119.9877, kl: 119.5907, label: 0.3970, prop: 0.0000, label_acc: 0.7076, label_pad_acc: 0.8307, elapsed time: 00:00:04:06
[625/1000] <train> total: 2.4378, unweighted: 120.5267, kl: 120.1304, label: 0.3963, prop: 0.0000, label_acc: 0.7080, label_pad_acc: 0.8314, elapsed time: 00:00:03:58
[630/1000] <train> total: 2.4240, unweighted: 119.7250, kl: 119.3310, label: 0.3941, prop: 0.0000, label_acc: 0.7090, label_pad_acc: 0.8320, elapsed time: 00:00:03:51
[635/1000] <train> total: 2.4240, unweighted: 119.2922, kl: 118.8981, label: 0.3941, prop: 0.0000, label_acc: 0.7093, label_pad_acc: 0.8325, elapsed time: 00:00:03:49
[640/1000] <train> total: 2.4190, unweighted: 119.5113, kl: 119.1180, label: 0.3932, prop: 0.0000, label_acc: 0.7095, label_pad_acc: 0.8322, elapsed time: 00:00:03:54
[645/1000] <train> total: 2.4187, unweighted: 119.9964, kl: 119.6032, label: 0.3931, prop: 0.0000, label_acc: 0.7100, label_pad_acc: 0.8324, elapsed time: 00:00:03:50
[650/1000] <train> total: 2.4141, unweighted: 119.2176, kl: 118.8252, label: 0.3925, prop: 0.0000, label_acc: 0.7107, label_pad_acc: 0.8331, elapsed time: 00:00:04:08
[655/1000] <train> total: 2.4084, unweighted: 118.8858, kl: 118.4943, label: 0.3915, prop: 0.0000, label_acc: 0.7109, label_pad_acc: 0.8334, elapsed time: 00:00:03:57
[660/1000] <train> total: 2.4012, unweighted: 118.8310, kl: 118.4406, label: 0.3903, prop: 0.0000, label_acc: 0.7117, label_pad_acc: 0.8338, elapsed time: 00:00:03:53
[665/1000] <train> total: 2.3977, unweighted: 118.6159, kl: 118.2261, label: 0.3898, prop: 0.0000, label_acc: 0.7124, label_pad_acc: 0.8348, elapsed time: 00:00:03:54
[670/1000] <train> total: 2.4003, unweighted: 118.7073, kl: 118.3171, label: 0.3902, prop: 0.0000, label_acc: 0.7128, label_pad_acc: 0.8352, elapsed time: 00:00:03:55
[675/1000] <train> total: 2.3915, unweighted: 118.0235, kl: 117.6347, label: 0.3888, prop: 0.0000, label_acc: 0.7134, label_pad_acc: 0.8351, elapsed time: 00:00:03:50
[680/1000] <train> total: 2.3797, unweighted: 117.8129, kl: 117.4261, label: 0.3868, prop: 0.0000, label_acc: 0.7140, label_pad_acc: 0.8362, elapsed time: 00:00:03:50
model_iter676 saved. [total: 2.3773]
[685/1000] <train> total: 2.3789, unweighted: 117.8399, kl: 117.4532, label: 0.3867, prop: 0.0000, label_acc: 0.7142, label_pad_acc: 0.8362, elapsed time: 00:00:03:36
[690/1000] <train> total: 2.3803, unweighted: 117.4252, kl: 117.0382, label: 0.3870, prop: 0.0000, label_acc: 0.7147, label_pad_acc: 0.8361, elapsed time: 00:00:03:49
[695/1000] <train> total: 2.3707, unweighted: 117.6409, kl: 117.2556, label: 0.3853, prop: 0.0000, label_acc: 0.7152, label_pad_acc: 0.8362, elapsed time: 00:00:03:45
[700/1000] <train> total: 2.3710, unweighted: 117.4660, kl: 117.0806, label: 0.3854, prop: 0.0000, label_acc: 0.7155, label_pad_acc: 0.8370, elapsed time: 00:00:03:48
[705/1000] <train> total: 2.3614, unweighted: 116.7789, kl: 116.3950, label: 0.3839, prop: 0.0000, label_acc: 0.7165, label_pad_acc: 0.8373, elapsed time: 00:00:03:37
[710/1000] <train> total: 2.3615, unweighted: 116.5363, kl: 116.1524, label: 0.3839, prop: 0.0000, label_acc: 0.7168, label_pad_acc: 0.8368, elapsed time: 00:00:03:46
[715/1000] <train> total: 2.3562, unweighted: 116.7910, kl: 116.4080, label: 0.3830, prop: 0.0000, label_acc: 0.7170, label_pad_acc: 0.8377, elapsed time: 00:00:03:45
[720/1000] <train> total: 2.3581, unweighted: 116.6245, kl: 116.2412, label: 0.3833, prop: 0.0000, label_acc: 0.7178, label_pad_acc: 0.8391, elapsed time: 00:00:03:45
[725/1000] <train> total: 2.3561, unweighted: 116.7766, kl: 116.3936, label: 0.3830, prop: 0.0000, label_acc: 0.7176, label_pad_acc: 0.8377, elapsed time: 00:00:03:43
[730/1000] <train> total: 2.3442, unweighted: 115.8828, kl: 115.5017, label: 0.3811, prop: 0.0000, label_acc: 0.7183, label_pad_acc: 0.8384, elapsed time: 00:00:03:45
[735/1000] <train> total: 2.3386, unweighted: 115.7872, kl: 115.4071, label: 0.3802, prop: 0.0000, label_acc: 0.7187, label_pad_acc: 0.8391, elapsed time: 00:00:03:34
[740/1000] <train> total: 2.3373, unweighted: 115.9369, kl: 115.5569, label: 0.3799, prop: 0.0000, label_acc: 0.7191, label_pad_acc: 0.8397, elapsed time: 00:00:03:42
model_iter736 saved. [total: 2.3320]
[745/1000] <train> total: 2.3303, unweighted: 115.5067, kl: 115.1279, label: 0.3788, prop: 0.0000, label_acc: 0.7199, label_pad_acc: 0.8399, elapsed time: 00:00:03:47
model_iter743 saved. [total: 2.3227]
[750/1000] <train> total: 2.3309, unweighted: 115.5820, kl: 115.2031, label: 0.3789, prop: 0.0000, label_acc: 0.7201, label_pad_acc: 0.8401, elapsed time: 00:00:03:51
[755/1000] <train> total: 2.3258, unweighted: 115.2797, kl: 114.9016, label: 0.3781, prop: 0.0000, label_acc: 0.7207, label_pad_acc: 0.8405, elapsed time: 00:00:03:48
model_iter753 saved. [total: 2.3186]
[760/1000] <train> total: 2.3280, unweighted: 115.1084, kl: 114.7300, label: 0.3784, prop: 0.0000, label_acc: 0.7211, label_pad_acc: 0.8411, elapsed time: 00:00:03:58
[765/1000] <train> total: 2.3134, unweighted: 114.2095, kl: 113.8335, label: 0.3761, prop: 0.0000, label_acc: 0.7215, label_pad_acc: 0.8415, elapsed time: 00:00:04:03
[770/1000] <train> total: 2.3135, unweighted: 114.9948, kl: 114.6187, label: 0.3760, prop: 0.0000, label_acc: 0.7217, label_pad_acc: 0.8410, elapsed time: 00:00:03:49
model_iter765 saved. [total: 2.3134]
[775/1000] <train> total: 2.3070, unweighted: 114.2286, kl: 113.8536, label: 0.3750, prop: 0.0000, label_acc: 0.7221, label_pad_acc: 0.8416, elapsed time: 00:00:03:49
[780/1000] <train> total: 2.3147, unweighted: 115.1506, kl: 114.7744, label: 0.3762, prop: 0.0000, label_acc: 0.7222, label_pad_acc: 0.8413, elapsed time: 00:00:03:53
model_iter775 saved. [total: 2.3070]
[785/1000] <train> total: 2.3099, unweighted: 114.3365, kl: 113.9610, label: 0.3755, prop: 0.0000, label_acc: 0.7229, label_pad_acc: 0.8416, elapsed time: 00:00:03:52
[790/1000] <train> total: 2.3051, unweighted: 114.3060, kl: 113.9313, label: 0.3747, prop: 0.0000, label_acc: 0.7231, label_pad_acc: 0.8415, elapsed time: 00:00:03:47
[795/1000] <train> total: 2.3017, unweighted: 114.0443, kl: 113.6701, label: 0.3742, prop: 0.0000, label_acc: 0.7236, label_pad_acc: 0.8416, elapsed time: 00:00:03:47
model_iter793 saved. [total: 2.2946]
[800/1000] <valid> total: 128.4941, unweighted: 133.7544, kl: 112.3481, label: 21.4063, prop: 0.0000, label_acc: 0.7125, label_pad_acc: 0.8515, elapsed time: 00:00:03:53
model_iter800 saved.
[800/1000] <train> total: 2.2955, unweighted: 113.8304, kl: 113.4573, label: 0.3731, prop: 0.0000, label_acc: 0.7239, label_pad_acc: 0.8416, elapsed time: 00:00:03:54
[805/1000] <train> total: 2.2841, unweighted: 113.6261, kl: 113.2548, label: 0.3712, prop: 0.0000, label_acc: 0.7247, label_pad_acc: 0.8424, elapsed time: 00:00:03:56
[810/1000] <train> total: 2.2904, unweighted: 113.6768, kl: 113.3045, label: 0.3723, prop: 0.0000, label_acc: 0.7247, label_pad_acc: 0.8431, elapsed time: 00:00:04:02
[815/1000] <train> total: 2.2880, unweighted: 113.5814, kl: 113.2095, label: 0.3719, prop: 0.0000, label_acc: 0.7251, label_pad_acc: 0.8435, elapsed time: 00:00:04:02
model_iter811 saved. [total: 2.2825]
[820/1000] <train> total: 2.2862, unweighted: 113.2812, kl: 112.9096, label: 0.3716, prop: 0.0000, label_acc: 0.7255, label_pad_acc: 0.8432, elapsed time: 00:00:03:50
[825/1000] <train> total: 2.2796, unweighted: 113.5800, kl: 113.2095, label: 0.3705, prop: 0.0000, label_acc: 0.7262, label_pad_acc: 0.8445, elapsed time: 00:00:03:38
model_iter822 saved. [total: 2.2733]
[830/1000] <train> total: 2.2826, unweighted: 113.7318, kl: 113.3608, label: 0.3710, prop: 0.0000, label_acc: 0.7261, label_pad_acc: 0.8446, elapsed time: 00:00:03:45
model_iter822 saved. [total: 2.2733]
[835/1000] <train> total: 2.2703, unweighted: 112.7276, kl: 112.3585, label: 0.3690, prop: 0.0000, label_acc: 0.7267, label_pad_acc: 0.8453, elapsed time: 00:00:03:41
[840/1000] <train> total: 2.2701, unweighted: 112.9268, kl: 112.5578, label: 0.3690, prop: 0.0000, label_acc: 0.7269, label_pad_acc: 0.8444, elapsed time: 00:00:03:47
[845/1000] <train> total: 2.2706, unweighted: 112.8842, kl: 112.5152, label: 0.3691, prop: 0.0000, label_acc: 0.7271, label_pad_acc: 0.8442, elapsed time: 00:00:03:51
model_iter839 saved. [total: 2.2655]
[850/1000] <train> total: 2.2732, unweighted: 112.9567, kl: 112.5872, label: 0.3695, prop: 0.0000, label_acc: 0.7274, label_pad_acc: 0.8450, elapsed time: 00:00:03:45
[855/1000] <train> total: 2.2599, unweighted: 112.4749, kl: 112.1076, label: 0.3673, prop: 0.0000, label_acc: 0.7281, label_pad_acc: 0.8454, elapsed time: 00:00:03:52
model_iter852 saved. [total: 2.2584]
[860/1000] <train> total: 2.2599, unweighted: 112.2436, kl: 111.8763, label: 0.3673, prop: 0.0000, label_acc: 0.7288, label_pad_acc: 0.8457, elapsed time: 00:00:03:57
[865/1000] <train> total: 2.2557, unweighted: 112.5040, kl: 112.1374, label: 0.3666, prop: 0.0000, label_acc: 0.7289, label_pad_acc: 0.8452, elapsed time: 00:00:03:51
[870/1000] <train> total: 2.2532, unweighted: 112.4324, kl: 112.0662, label: 0.3662, prop: 0.0000, label_acc: 0.7291, label_pad_acc: 0.8451, elapsed time: 00:00:03:43
[875/1000] <train> total: 2.2535, unweighted: 112.1545, kl: 111.7882, label: 0.3663, prop: 0.0000, label_acc: 0.7294, label_pad_acc: 0.8463, elapsed time: 00:00:03:46
model_iter873 saved. [total: 2.2508]
[880/1000] <train> total: 2.2471, unweighted: 111.7437, kl: 111.3785, label: 0.3652, prop: 0.0000, label_acc: 0.7299, label_pad_acc: 0.8458, elapsed time: 00:00:03:53
[885/1000] <train> total: 2.2507, unweighted: 111.9682, kl: 111.6024, label: 0.3658, prop: 0.0000, label_acc: 0.7300, label_pad_acc: 0.8462, elapsed time: 00:00:03:50
[890/1000] <train> total: 2.2446, unweighted: 111.5300, kl: 111.1651, label: 0.3648, prop: 0.0000, label_acc: 0.7304, label_pad_acc: 0.8467, elapsed time: 00:00:03:44
[895/1000] <train> total: 2.2456, unweighted: 111.8235, kl: 111.4585, label: 0.3650, prop: 0.0000, label_acc: 0.7305, label_pad_acc: 0.8467, elapsed time: 00:00:03:52
model_iter891 saved. [total: 2.2389]
[900/1000] <train> total: 2.2379, unweighted: 111.5025, kl: 111.1388, label: 0.3637, prop: 0.0000, label_acc: 0.7310, label_pad_acc: 0.8472, elapsed time: 00:00:03:55
[905/1000] <train> total: 2.2353, unweighted: 111.2273, kl: 110.8640, label: 0.3633, prop: 0.0000, label_acc: 0.7313, label_pad_acc: 0.8473, elapsed time: 00:00:03:52
model_iter901 saved. [total: 2.2320]
[910/1000] <train> total: 2.2373, unweighted: 111.4327, kl: 111.0691, label: 0.3636, prop: 0.0000, label_acc: 0.7315, label_pad_acc: 0.8475, elapsed time: 00:00:03:59
[915/1000] <train> total: 2.2283, unweighted: 111.4608, kl: 111.0987, label: 0.3621, prop: 0.0000, label_acc: 0.7320, label_pad_acc: 0.8482, elapsed time: 00:00:03:53
[920/1000] <train> total: 2.2279, unweighted: 111.2061, kl: 110.8440, label: 0.3621, prop: 0.0000, label_acc: 0.7323, label_pad_acc: 0.8479, elapsed time: 00:00:03:48
[925/1000] <train> total: 2.2234, unweighted: 110.8275, kl: 110.4661, label: 0.3614, prop: 0.0000, label_acc: 0.7326, label_pad_acc: 0.8478, elapsed time: 00:00:03:52
[930/1000] <train> total: 2.2288, unweighted: 111.4432, kl: 111.0810, label: 0.3622, prop: 0.0000, label_acc: 0.7324, label_pad_acc: 0.8474, elapsed time: 00:00:03:50
model_iter925 saved. [total: 2.2234]
[935/1000] <train> total: 2.2230, unweighted: 111.0372, kl: 110.6759, label: 0.3613, prop: 0.0000, label_acc: 0.7330, label_pad_acc: 0.8488, elapsed time: 00:00:03:51
[940/1000] <train> total: 2.2206, unweighted: 110.7207, kl: 110.3598, label: 0.3609, prop: 0.0000, label_acc: 0.7334, label_pad_acc: 0.8496, elapsed time: 00:00:03:47
[945/1000] <train> total: 2.2185, unweighted: 110.7016, kl: 110.3410, label: 0.3606, prop: 0.0000, label_acc: 0.7339, label_pad_acc: 0.8496, elapsed time: 00:00:03:54
[950/1000] <train> total: 2.2203, unweighted: 110.7988, kl: 110.4379, label: 0.3609, prop: 0.0000, label_acc: 0.7342, label_pad_acc: 0.8493, elapsed time: 00:00:03:47
[955/1000] <train> total: 2.2165, unweighted: 110.7815, kl: 110.4212, label: 0.3602, prop: 0.0000, label_acc: 0.7341, label_pad_acc: 0.8494, elapsed time: 00:00:03:47
[960/1000] <train> total: 2.2110, unweighted: 110.3784, kl: 110.0190, label: 0.3593, prop: 0.0000, label_acc: 0.7348, label_pad_acc: 0.8493, elapsed time: 00:00:03:54
model_iter957 saved. [total: 2.2107]
[965/1000] <train> total: 2.2102, unweighted: 110.6011, kl: 110.2419, label: 0.3592, prop: 0.0000, label_acc: 0.7347, label_pad_acc: 0.8494, elapsed time: 00:00:03:55
[970/1000] <train> total: 2.2068, unweighted: 110.1391, kl: 109.7804, label: 0.3586, prop: 0.0000, label_acc: 0.7350, label_pad_acc: 0.8502, elapsed time: 00:00:03:39
[975/1000] <train> total: 2.2098, unweighted: 110.4988, kl: 110.1396, label: 0.3591, prop: 0.0000, label_acc: 0.7352, label_pad_acc: 0.8505, elapsed time: 00:00:03:48
model_iter969 saved. [total: 2.2034]
[980/1000] <train> total: 2.2030, unweighted: 110.2439, kl: 109.8859, label: 0.3580, prop: 0.0000, label_acc: 0.7358, label_pad_acc: 0.8503, elapsed time: 00:00:03:53
model_iter977 saved. [total: 2.2008]
[985/1000] <train> total: 2.1990, unweighted: 110.6452, kl: 110.2879, label: 0.3573, prop: 0.0000, label_acc: 0.7361, label_pad_acc: 0.8502, elapsed time: 00:00:03:40
[990/1000] <train> total: 2.1950, unweighted: 110.0587, kl: 109.7020, label: 0.3567, prop: 0.0000, label_acc: 0.7364, label_pad_acc: 0.8509, elapsed time: 00:00:03:47
[995/1000] <train> total: 2.1966, unweighted: 110.0650, kl: 109.7080, label: 0.3570, prop: 0.0000, label_acc: 0.7366, label_pad_acc: 0.8513, elapsed time: 00:00:03:45
[1000/1000] <valid> total: 129.7310, unweighted: 131.8140, kl: 110.2014, label: 21.6126, prop: 0.0000, label_acc: 0.7217, label_pad_acc: 0.8552, elapsed time: 00:00:03:47
model_iter1000 saved.
[1000/1000] <train> total: 2.1967, unweighted: 110.2442, kl: 109.8872, label: 0.3570, prop: 0.0000, label_acc: 0.7364, label_pad_acc: 0.8514, elapsed time: 00:00:03:48
model_iter998 saved. [total: 2.1917]
---2025-11-03 06:55:19.463660: Training done. (elapsed time: 02:12:55:42)---

---2025-11-03 06:55:34.358734: all process done. (elapsed time: 02:12:59:04)---
