smiles
CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)CCC1CCCC1
S=c1nc(-c2ccccc2)[nH]c2ccccc12
Oc1c(Cl)cc(Cl)cc1/C=N/c1nccs1
CC(C)(C)c1ccc(OCCC(=O)NCC(c2cccs2)N2CCOCC2)cc1
Cc1nc(SCC(=O)N2CCCCC2)c2c(C)c(C)sc2n1
COC(=O)C1=NN(C(=O)c2ccc(Cl)cc2)C(O)(c2ccccc2)C1
CC1(C)C2(C(=O)Nc3ccccn3)CCC1(C(Br)Br)[C@H]2Br
O=c1cc(-c2ccccc2)cc(-c2ccccc2)n1[O-].[Na+]
Cc1occc1C(=O)NNC(=S)NC(=O)COc1ccc(Cl)cc1Cl
CCc1ccc(C(C)NC(=O)c2ccc(F)cc2)cc1
Cn1c(=O)cc(SCC(=O)NCC2CCCO2)c2ccc(Cl)cc21
O=C(Nc1ccccc1)Nc1ncc([N+](=O)[O-])s1
CC1(C)C(=O)OC(c2c3ccccc3cc3ccccc23)C(C)(C)C1=O
O=C(NC(=S)Nc1ccccc1Br)c1ccco1
O=C(CCNS(=O)(=O)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1
O=C(Nc1ccc(F)cc1)c1ccc(CSc2ccc(Cl)cc2)o1
Nc1nc2c(s1)CCCCCCCCCC2
CC(C)(C)c1cc(C(=O)NNC(=O)c2ccc(Cl)cc2)no1
O=C(CCNS(=O)(=O)c1ccccc1)N1CCC(Cc2ccccc2)CC1
CCOC(=O)c1c(NS(=O)(=O)c2ccc(Br)cc2)sc2c1CCC2
CCc1ccc(NC(=O)C(=O)NNC(=O)c2cccs2)cc1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cn(-c2ccccc2)nc1-c1ccco1
C=CCNC(=S)Nc1sc2c(c1C(=O)OCC)CC(C(C)C)OC2
CCOC(=O)COc1nc2c(c(-c3ccco3)c1C#N)CCc1ccccc1-2
CC1CCC(n2c(=S)[nH]c3ccccc3c2=O)CC1
O=C(NC(=S)Nc1nc(-c2ccccc2)cs1)c1ccco1
O=C(N/N=C/c1ccccn1)c1cc(-c2ccccc2)nc2ccccc12
CC(NC(=O)Nc1cccc([N+](=O)[O-])c1)c1ccc2c(c1)OCO2
S=c1[nH]nc(-c2cccs2)n1/N=C/c1cn(-c2ccccc2)nc1-c1cccs1
C=CCOc1c(Br)cc(CNc2ccc(NC(=O)CCC)cc2)cc1OCC
Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C)s3)n2)cc1
CC(C)(C)C(=O)/C=C/Nc1ccccc1O
Cn1c(CNC(=O)c2ccc(F)cc2)cc2ccccc21
CCCc1nc(SCC(=O)c2ccccc2)c2c(=O)n(C)c(=O)n(C)c2n1
CCCCNC(=O)Nc1c(C)cc(SC#N)cc1C
Fc1ccc(Nc2nnc(C(F)(F)F)s2)cc1Cl
O=C(Nc1ncc2c(n1)-c1ccccc1CC2)c1ccccc1
CCCc1cc(=O)[nH]c(SCC(=O)c2cc(C)n(CC(F)(F)F)c2C)n1
CCOc1ccccc1NC(=O)NC(C)c1ccc2c(c1)OCO2
Cc1ccc(NC(=O)NCCCc2ccccc2)cc1
O=C(CC1(c2ccc(Cl)cc2)C2CC3CC(C2)CC1C3)NCCO
Oc1c(Cl)cc(Cl)cc1/C=N/NC(=S)NC1CC2C=CC1C2
O=C(Nc1nnc(-c2ccc3c(c2)CCCC3)o1)c1ccc(Cl)cc1Cl
CC(C)OC(=O)c1cc2c(ccn2C)n1CC(=O)N1CCC(Cc2ccccc2)CC1
O=C(CSc1nc(-c2ccco2)cc(C(F)(F)F)n1)N1CCSCC1
O=C(NN1CC(C(=O)OCc2ccc(Cl)cc2Cl)CC1=O)c1ccccc1
COc1ccc(OC)c2sc(N(CCCN(C)C)C(=O)CCS(=O)(=O)c3ccccc3)nc12.Cl
CCC(C)c1ccccc1NC(=S)NC(=O)c1ccco1
O=c1c2cc(Br)ccc2nc(-c2cccc(Cl)c2)n1O
Cc1ccc(S(=O)(=O)Nc2c(Cl)c(Cl)c(O)c3ccccc23)cc1
COc1ccc(NC(=O)CSCC(=O)Nc2cc(Cl)ccc2N2CCCC2)cc1
CCCCOc1ccc(CCC(=O)N/N=C/c2ccco2)cc1
COc1ccccc1NC(=O)c1c(N=Cc2ccccc2O)cnn1C
O=c1c2cc(Br)ccc2nc(-c2ccc([N+](=O)[O-])cc2)n1O
CCCCCCCCCCCNC(=O)c1ccoc1C
O=[N+]([O-])c1cc(Cl)c(O)c2ncccc12
Cc1ccc(NC(=O)C2CC2c2ccccc2)cc1
COc1ccc(-c2c(C(F)(F)F)[nH]n3c(=O)cc(-c4ccccc4)nc23)cc1
Cc1ccc(C(C)NC(=O)C23CC4CC(CC(C4)C2)C3)cc1
O=C(Nc1ccc(OCc2ccccc2)cc1)Nc1cccnc1
Cc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3C)ncc2Cl)s1
CC(/C=C1\SC(=S)N(NS(=O)(=O)c2ccccc2)C1=O)=C\c1ccccc1
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
COCCCn1c(=S)[nH]c2sc3c(c2c1=O)CCCC3
Cc1cc(C)c2nc(C)cc(Nc3ccc(C(=O)NCCO)cc3)c2c1
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32
COc1ccc(C(=O)CSc2nc(C(C)(C)C)nc3ccccc23)cc1
COc1ccc(C(=O)CCS(=O)(=O)c2ccc(F)cc2)cc1OC
O=C(CSc1nc(-c2ccco2)cc(C(F)(F)F)n1)N1CCN(c2cccc(Cl)c2)CC1
CSc1scc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2
COc1ccc(NC(=O)CSCC(=O)Nc2ccccc2N2CCCCC2)cc1
O=C(Nc1ccccc1)Nc1ccc2snnc2c1
CCCCc1ccc(-c2ccc(Br)cc2O)nc1
Cc1ccc(NC(=S)NCc2ccccc2)cc1C
